id,source,title,content,published_at,link,extracted_at
75,Mondoweiss,Israel’s legitimacy was on thin ice at the Winter Olympics. It’s just the beginning.,"What we saw at the Olympics is the eruption of popular discontent, not only with Israel, but with the power structures that protected and enabled the genocide. And while Israel continues to be allowed into such events, the boos are growing louder.",2026-03-01T14:00:00,https://mondoweiss.net/2026/03/israels-legitimacy-was-on-thin-ice-at-the-winter-olympics-its-just-the-beginning/,2026-03-02 17:24:33
76,Freerepublic.com,The Watchman's Mandate - What the Bible Requires of American Foreign Policy — And How America Has Measured Up,"There is a passage in Ezekiel that is the most honest description of America’s position in the world available in any literature, sacred or secular. God speaks to the prophet: Son of man, I have made you a watchman for the people of Israel; so hear the word I…",2026-03-01T13:57:51,https://freerepublic.com/focus/f-chat/4368827/posts,2026-03-02 17:24:33
77,Mediaite,‘Happy World War III to All Who Celebrate!’ Trump and Hegseth Pilloried Over Iran Strike in SNL Cold Open,"President Donald Trump and Defense Secretary Pete Hegseth were skewered over the attack on Iran in a cutting Saturday Night Live sketch.
The post ‘Happy World War III to All Who Celebrate!’ Trump and Hegseth Pilloried Over Iran Strike in SNL Cold Open first a…",2026-03-01T13:57:33,https://www.mediaite.com/media/entertainment/happy-world-war-iii-to-all-who-celebrate-trump-and-hegseth-pilloried-over-iran-strike-in-snl-cold-open/,2026-03-02 17:24:33
78,Decider,‘Saturday Night Live’ Cold Open Skewers Donald Trump Over Iran Strikes With ‘World War III’ Jab,"Live from New York, it’s geopolitical chaos.",2026-03-01T13:56:35,https://decider.com/2026/03/01/saturday-night-live-cold-open-donald-trump-iran-strikes-world-war-iii/,2026-03-02 17:24:33
79,The Times of India,"PM Modi should play important role in stopping war in Iran, says Asaduddin Owaisi","The Hyderabad MP termed the ""assassination"" of Iran's Supreme Leader Ayotallah Ali Khamenei as an ""immoral and unlawful act.""",2026-03-01T13:55:53,https://economictimes.indiatimes.com/news/politics-and-nation/pm-modi-should-play-important-role-in-stopping-war-in-iran-says-asaduddin-owaisi/articleshow/128917601.cms,2026-03-02 17:24:33
80,Israelnationalnews.com,Pre-Purim observations to act upon: Esther is calling now!,"My friends and brethren, the call of Queen Esther is relevant and applicable to this very moment. Let’s unite and be active in three areas to help this war succeed.",2026-03-01T13:49:00,https://www.israelnationalnews.com/news/423158,2026-03-02 17:24:33
81,HuffPost,Israeli Strikes Rock Tehran As Iran's Counterattacks Widen After The Killing Of Its Supreme Leader,The blasts in Tehran — whose target was not immediately clear — sent a huge plume of smoke into the sky.,2026-03-01T13:33:31,https://www.huffpost.com/entry/iran-explosion-rocks-tehran-israel-non-stop-strikes_n_69a438c1e4b0d383f5035f72,2026-03-02 17:24:33
82,Israelnationalnews.com,A time for war,"Tucker, listen here: no US troops ever fought or died for Israel. Iran is a worldwide threat. And Megyn, why don't you listen as well? Opinion.",2026-03-01T13:28:00,https://www.israelnationalnews.com/news/423155,2026-03-02 17:24:33
83,Globalsecurity.org,Iran to continue acting in self-defense until enemy's aggression ends: UN envoy,"Iran's permanent ambassador to the United Nations has vehemently denounced the fresh and unprovoked Israeli-American war on the Islamic Republic, asserting that the country will continue to act in self-defense until the end of the unlawful aggression.",2026-03-01T13:21:24,https://www.globalsecurity.org/wmd/library/news/iran/2026/03/iran-260301-presstv08.htm,2026-03-02 17:24:33
84,Globalsecurity.org,American criminals and Israeli regime will 'regret' war of aggression against Iran: General Staff,"The General Staff of Iran's Armed Forces and Khatam al-Anbiya Central Headquarters have warned the United States and the Israeli regime that they will ""regret"" the new war of aggression against the Islamic Republic.",2026-03-01T13:20:21,https://www.globalsecurity.org/wmd/library/news/iran/2026/03/iran-260301-presstv05.htm,2026-03-02 17:24:33
85,Globalsecurity.org,General Jack Keane Says US-Israeli Operation Aims to Dismantle Iranian Leadership,"General Jack Keane, a retired four-star general and former Vice Chief of Staff of the U.S. Army, says the US-Israeli military campaign launched against Iran on February 28 is a calculated effort to dismantle the Islamic Republic's political and military archi…",2026-03-01T13:19:46,https://www.globalsecurity.org/wmd/library/news/iran/2026/03/iran-260301-rferl02.htm,2026-03-02 17:24:33
86,Globalsecurity.org,"Iranian State Media Confirm Khamenei's Death After US, Israeli Air Strikes","Iranian state media confirmed early on March 1 that Supreme Leader Ayatollah Ali Khamenei had been killed amid US and Israeli air strikes a day earlier, hours after US President Donald Trump reported the death on his social media platform.",2026-03-01T13:19:40,https://www.globalsecurity.org/wmd/library/news/iran/2026/03/iran-260301-rferl01.htm,2026-03-02 17:24:33
87,Globalsecurity.org,US Launches Major Combat Operations in Iran - Trump,"The United States has launched major combat operations in Iran short time ago, President Donald Trump said on Saturday.",2026-03-01T13:18:18,https://www.globalsecurity.org/wmd/library/news/iran/2026/02/iran-260228-sputnik04.htm,2026-03-02 17:24:33
88,CBS News,"Rep. Mike Turner says Iran ""remained a threat"" before U.S.-Israeli military action","Rep. Mike Turner, Republican of Ohio, told ""Face the Nation with Margaret Brennan"" that Iran ""remained a threat"" to the U.S. and Israel before the military action, and the two nations ""had the opportunity to take an action to eliminate that threat.""",2026-03-01T17:24:00,https://www.cbsnews.com/video/rep-mike-turner-says-iran-remained-a-threat-before-us-israeli-military-action/,2026-03-02 17:24:33
89,Business Insider,Khamenei's killing spurs outrage among Kalshi and Polymarket users over claims of rigged markets and insider trading,"Prediction market users complained about unfair markets over strikes in Iran. One senator promised to introduce legislation to prevent ""profiting off war.""",2026-03-01T17:23:46,https://www.businessinsider.com/khamenei-prediction-markets-kalshi-polymarket-insider-trading-outrage-2026-3,2026-03-02 17:24:33
90,CBS News,"Sen. Chris Murphy says Trump administration ""has no plan for the chaos"" in Middle East","Sen. Chris Murphy, Democrat from Connecticut, told ""Face the Nation with Margaret Brennan"" that President Trump ""wouldn't get that authorization"" from Congress to launch the massive military operation in Iran, adding that he believes the White House ""has to p…",2026-03-01T17:19:00,https://www.cbsnews.com/video/sen-chris-murphy-says-trump-administration-has-no-plan-for-the-chaos-in-middle-east/,2026-03-02 17:24:33
91,Israelnationalnews.com,US Military confirms: B-2 stealth bombers struck Iran’s hardened ballistic missile facilities,"[video:2170627]The US Military confirmed that last night, US B-2 stealth bombers, armed with 2,000 lb. bombs, struck Iran’s hardened ballistic missile facilities. ""No nation should ever doubt America's resolve,"" the military stated.",2026-03-01T17:18:00,https://www.israelnationalnews.com/flashes/677488,2026-03-02 17:24:33
92,Breitbart News,Jane Fonda Blasts Trump Bombing Iran at L.A. Protest: 'Dangerous and Insane',"Jane Fonda spoke at a protest in LA to rail against President Trump's military engagement in Iran, calling the president's actions dangerous.
The post Jane Fonda Blasts Trump Bombing Iran at L.A. Protest: ‘Dangerous and Insane’ appeared first on Breitbart.",2026-03-01T17:16:36,https://www.breitbart.com/entertainment/2026/03/01/jane-fonda-blasts-trump-bombing-iran-at-l-a-protest-dangerous-and-insane/,2026-03-02 17:24:33
93,Fox News,Mike Waltz turns tables on Iranian envoy at heated UN meeting,"Iran's U.N. ambassador tells U.S. envoy to ""be polite"" at Security Council meeting, sparking heated exchange about tyranny and human rights violations.",2026-03-01T17:16:18,https://www.foxnews.com/world/mike-waltz-turns-tables-iranian-envoy-heated-un-meeting,2026-03-02 17:24:33
94,Sky.com,What we know so far about US-Israeli strikes and retaliatory attacks by Iran,Iran has been hit by a series of US and Israeli airstrikes over the weekend as the two countries' leaders called for the Iranian people to overthrow the regime.,2026-03-01T17:15:00,https://news.sky.com/story/what-we-know-so-far-about-us-israeli-strikes-and-retaliatory-attacks-by-iran-13513943,2026-03-02 17:24:33
96,Freerepublic.com,"Heads on a swivel Be aware, be prepared and be strong.","n January of 2024 I wrote Terrorist Attacks in America: for what are they waiting? It warned of a new reality: thousands, even hundreds of thousands, of terrorists allowed into America by Biden’s Handlers with little or no vetting. many were given free bus or…",2026-03-01T17:13:11,https://freerepublic.com/focus/f-chat/4368850/posts,2026-03-02 17:24:33
97,Breitbart News,Lankford: Iranian People Need to Choose Their Leaders,"Sunday on ABC's ""This Week,"" Sen. James Lankford (R-OK) said that the Iranian people needed ""to have the opportunity to be able to actually choose their leaders.""
The post Lankford: Iranian People Need to Choose Their Leaders appeared first on Breitbart.",2026-03-01T17:12:24,https://www.breitbart.com/clips/2026/03/01/lankford-iranian-people-need-to-choose-their-leaders/,2026-03-02 17:24:33
98,Boston Herald,Key things to know about the US-Israel conflict with Tehran,"The U.S. and Israel launched coordinated, massive missile attacks on Iran that killed Supreme Leader Ayatollah Ali Khamenei. The strikes targeted the country’s military and were intended to prevent it from developing a nuclear weapon. Iran countered with miss…",2026-03-01T17:12:00,https://www.bostonherald.com/2026/03/01/key-things-to-know-about-the-us-israel-conflict-with-tehran-2/,2026-03-02 17:24:33
100,Mother Jones,What a War Powers Resolution Vote on Iran Actually Means,"Key members of Congress are calling for a vote on a war powers resolution on Monday to stop the Trump administration from continuing its illegal military assault against Iran without congressional authorization.  The strikes, which began early Saturday, have …",2026-03-01T17:10:53,https://www.motherjones.com/politics/2026/03/iran-war-powers-resolution-congress/,2026-03-02 17:24:33
101,Abcnews.com,Iran forms interim leadership council as President Pezeshkian resurfaces,"The interim leadership council of Iran has been formed following the death of Ayatollah Ali Khamenei, the country's supreme leader, Iranian state TV reported Sunday.",2026-03-01T17:10:41,https://abcnews.com/International/iran-forms-interim-leadership-council-president-pezeshkian-resurfaces/story?id=130650550,2026-03-02 17:24:33
102,Antiwar.com,Trump Starts His Criminal War of Aggression,"The president and the Israeli prime minister launched a criminal war of aggression yesterday: The U.S. and Israel said they launched an attack on Iran, which retaliated with strikes on Israel and targeted U.S. bases. President Trump confirmed major combat ope…",2026-03-01T17:10:12,https://www.antiwar.com/blog/2026/03/01/trump-starts-his-criminal-war-of-aggression/,2026-03-02 17:24:33
103,The Times of India,"America First, Diplomacy Last: The Peace President who went to war","Donald Trump, once a critic of 'endless wars,' now presides over a presidency marked by muscular interventions. His second term features forceful actions in Venezuela and Iran, alongside territorial ambitions towards Greenland. This shift from a 'peace presid…",2026-03-01T17:09:39,https://timesofindia.indiatimes.com/world/us/america-first-diplomacy-last-the-peace-president-who-went-to-war/articleshow/128922262.cms,2026-03-02 17:24:33
104,The Daily Caller,"Israel Reportedly Co-opted Major Iranian Prayer App To Encourage Millions Of Defections, Resistance",Israel reportedly co-opted a popular Iranian prayer app Saturday to send mass notifications urging defections from the Islamic regime.,2026-03-01T17:08:05,https://dailycaller.com/2026/03/01/israel-hacks-badesaba-calendar-iranian-prayer-app-encourage-millions-defections-resistance/,2026-03-02 17:24:33
105,Breitbart News,"Lindsey Graham on Iran: 'The Mothership of Terrorism Is Sinking, the Captain Is Dead'","Sunday on NBC's ""Meet the Press,"" Sen. Lindsey Graham (R-SC) said the U.S. military strikes on Iran meant ""the mothership of terrorism is sinking.""
The post Lindsey Graham on Iran: ‘The Mothership of Terrorism Is Sinking, the Captain Is Dead’ appeared first o…",2026-03-01T17:06:33,https://www.breitbart.com/clips/2026/03/01/lindsey-graham-on-iran-the-mothership-of-terrorism-is-sinking-the-captain-is-dead/,2026-03-02 17:24:33
